career_name,BBA Business Administration @ Moi University,BBA Business Administration @ Technical University of Kenya,BBA Business Administration @ University of Kigali,BCom Accounting @ Kenyatta University,BCom Accounting @ Moi University,BCom Accounting @ United States International University Africa,BCom Finance @ AUCA (Adventist University of Central Africa),BCom Finance @ Jomo Kenyatta University of Agriculture and Technology,BCom Finance @ Kyambogo University,BCom Finance @ Makerere University,BCom Finance @ Mzumbe University,BEng Electrical Engineering @ Carnegie Mellon University Rwanda,BEng Electrical Engineering @ Makerere University,BEng Electrical Engineering @ Uganda Christian University,BEng Electrical Engineering @ United States International University Africa,BEng Environmental Engineering @ Mbarara University of Science and Technology,BEng Environmental Engineering @ Uganda Christian University,BEng Environmental Engineering @ University of Kigali,BEng Industrial Engineering @ AUCA (Adventist University of Central Africa),BEng Industrial Engineering @ Kenyatta University,BEng Industrial Engineering @ Moi University,BEng Industrial Engineering @ Mzumbe University,BEng Industrial Engineering @ University of Nairobi,BSc Artificial Intelligence @ Carnegie Mellon University Rwanda,BSc Artificial Intelligence @ Kyambogo University,BSc Artificial Intelligence @ Nelson Mandela African Institution of Science and Technology,BSc Artificial Intelligence @ Uganda Martyrs University,BSc Artificial Intelligence @ University of Dar es Salaam,BSc Business Analytics @ African Leadership University,BSc Business Analytics @ Makerere University,BSc Business Analytics @ Moi University,BSc Business Analytics @ Uganda Christian University,BSc Business Analytics @ University of Dodoma,BSc Computer Science @ Carnegie Mellon University Rwanda,BSc Computer Science @ Kyambogo University,BSc Computer Science @ Muhimbili University of Health and Allied Sciences,BSc Computer Science @ University of Kigali,BSc Cybersecurity @ Nelson Mandela African Institution of Science and Technology,BSc Cybersecurity @ Uganda Christian University,BSc Cybersecurity @ University of Kigali,BSc Data Science @ AUCA (Adventist University of Central Africa),BSc Data Science @ Ardhi University,BSc Data Science @ Carnegie Mellon University Rwanda,BSc Data Science @ Muhimbili University of Health and Allied Sciences,BSc Data Science @ Technical University of Kenya,BSc Economics @ Makerere University,BSc Economics @ University of Dar es Salaam,BSc Economics @ University of Rwanda,BSc Information Technology @ Ardhi University,BSc Information Technology @ United States International University Africa,BSc Information Technology @ University of Kigali,BSc Information Technology @ University of Nairobi,BSc Software Engineering @ Uganda Martyrs University,BSc Software Engineering @ University of Kigali,BSc Software Engineering @ University of Nairobi
Cybersecurity Engineer,0.07026829268292682,0.054079268292682926,0.052512195121951225,0.024243902439024394,0.020347560975609753,0.03203658536585366,0.030737804878048784,0.03203658536585366,0.029006097560975615,0.03376829268292683,0.026408536585365856,0.0,0.0,0.0,0.0,0.034201219512195125,0.034201219512195125,0.029871951219512194,0.0,0.0,0.0,0.0,0.0,0.14544512195121953,0.11923170731707318,0.14872560975609755,0.1181829268292683,0.1338170731707317,0.13552439024390245,0.14633536585365853,0.1078719512195122,0.11263414634146342,0.13045121951219515,0.11727439024390246,0.09773780487804878,0.11845121951219514,0.10428048780487806,0.07700609756097562,0.05960365853658537,0.07271341463414634,0.12226829268292683,0.12923780487804878,0.1455670731707317,0.12171951219512195,0.12875,0.029006097560975615,0.03463414634146342,0.031170731707317077,0.20190243902439028,0.1887987804878049,0.17947560975609755,0.21875,0.027000000000000003,0.036,0.0405
Data Analyst,0.13481226533166457,0.11897997496871089,0.1020525657071339,0.05647058823529412,0.05043178973717147,0.06478097622027533,0.05810387984981226,0.06801001251564455,0.05799123904881102,0.07888610763454318,0.05486232790988736,0.0,0.0,0.0,0.0,0.034111389236545685,0.034111389236545685,0.02979349186483103,0.0,0.0,0.0,0.0,0.0,0.13691489361702128,0.11307259073842302,0.14018147684605756,0.11228410513141426,0.12570713391739674,0.25269086357947435,0.25539424280350437,0.2001314142678348,0.19429286608260324,0.22081977471839798,0.07111389236545683,0.05613266583229036,0.07058823529411763,0.06473091364205256,0.0,0.0,0.0,0.20810387984981227,0.22905506883604507,0.24797246558197744,0.2265707133917397,0.21238423028785985,0.07575093867334166,0.08082603254067583,0.07145181476846058,0.19388610763454317,0.205081351689612,0.19545682102628287,0.23750938673341676,0.02230287859824781,0.029737171464330414,0.033454317897371716
Data Scientist,0.06921131848284165,0.05230583985550872,0.05105358217940999,0.026971703792895846,0.022636965683323296,0.03564118001204093,0.03419626730885008,0.03564118001204093,0.032269717037928955,0.03756773028296207,0.029379891631547254,0.0,0.0,0.0,0.0,0.03804936785069236,0.03804936785069236,0.033232992173389514,0.0,0.0,0.0,0.0,0.0,0.14836243226971702,0.12201083684527392,0.15267910897049966,0.12130644190246836,0.13647802528597228,0.13866947621914508,0.14947019867549666,0.10935580975316073,0.1147080072245635,0.13296809151113786,0.07137266706803129,0.05711619506321492,0.0710776640577965,0.06537025888019264,0.0,0.0,0.0,0.12414810355207705,0.13028898254063814,0.1489704996989765,0.12299819385912097,0.13123419626730884,0.032269717037928955,0.03853100541842264,0.034677904876580366,0.12011438892233592,0.12147501505117397,0.11060204695966284,0.1391029500301023,0.02340758579169175,0.03121011438892233,0.03511137868753762
DevOps Engineer,0.06873934226552984,0.05158343483556638,0.05045066991473812,0.02796589524969549,0.023471376370280142,0.03695493300852618,0.035456760048721066,0.03695493300852618,0.033459196102314244,0.038952496954933004,0.030462850182704015,0.0,0.0,0.0,0.0,0.03945188794153471,0.03945188794153471,0.034457978075517655,0.0,0.0,0.0,0.0,0.0,0.14561510353227766,0.12017661388550548,0.1497320341047503,0.11944579780755173,0.13383678440925698,0.13600487210718634,0.1461510353227771,0.10708891595615104,0.11271619975639462,0.12985992691839218,0.0696163215590743,0.05510353227771011,0.06914738124238733,0.06344701583434834,0.0,0.0,0.0,0.12155298416565163,0.1269975639464068,0.1456272838002436,0.12084652862362971,0.1279658952496955,0.033459196102314244,0.039951278928136415,0.03595615103532277,0.17928136419001217,0.17897076735688183,0.181047503045067,0.22241169305724723,0.08913520097442144,0.09321559074299633,0.11927527405602921
Economist,0.07317391304347827,0.05707453416149067,0.04643478260869565,0.06372670807453416,0.06088819875776397,0.06431055900621116,0.07117391304347825,0.07195031055900619,0.06793167701863352,0.07009937888198757,0.05721118012422359,0.0,0.0,0.0,0.0,0.033857142857142856,0.033857142857142856,0.029571428571428564,0.0,0.0,0.0,0.0,0.0,0.03557142857142856,0.03128571428571428,0.03642857142857142,0.030428571428571423,0.032571428571428564,0.07583850931677019,0.07375155279503107,0.04801863354037267,0.06279503105590062,0.05737267080745341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05694409937888198,0.059366459627329185,0.061919254658385096,0.06859006211180124,0.06199378881987577,0.11264596273291926,0.11657763975155279,0.11161490683229813,0.04988198757763975,0.04809316770186335,0.05165217391304348,0.0732670807453416,0.0,0.0,0.0
Electrical Engineering,0.03945525291828794,0.025797665369649808,0.026303501945525293,0.02832684824902724,0.02377431906614786,0.037431906614785994,0.03591439688715953,0.037431906614785994,0.03389105058365759,0.03945525291828794,0.030856031128404668,0.0,0.0,0.0,0.0,0.03996108949416343,0.03996108949416343,0.034902723735408564,0.0,0.0,0.0,0.0,0.0,0.041984435797665365,0.036926070038910505,0.04299610894941634,0.03591439688715953,0.038443579766536964,0.038443579766536964,0.03894941634241245,0.025797665369649808,0.03136186770428016,0.037431906614785994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036926070038910505,0.027315175097276267,0.03389105058365759,0.036420233463035016,0.033385214007782105,0.03389105058365759,0.04046692607003892,0.036420233463035016,0.026809338521400782,0.02529182879377432,0.031867704280155645,0.03540856031128404,0.0,0.0,0.0
Environmental Engineering,0.04031007751937985,0.02635658914728682,0.026873385012919897,0.0289405684754522,0.02428940568475452,0.03824289405684754,0.036692506459948315,0.03824289405684754,0.034625322997416025,0.04031007751937985,0.03152454780361757,0.0,0.0,0.0,0.0,0.040826873385012924,0.040826873385012924,0.03565891472868216,0.0,0.0,0.0,0.0,0.0,0.04289405684754522,0.03772609819121447,0.043927648578811374,0.036692506459948315,0.0392764857881137,0.0392764857881137,0.03979328165374678,0.02635658914728682,0.03204134366925065,0.03824289405684754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03772609819121447,0.02790697674418605,0.034625322997416025,0.037209302325581395,0.034108527131782945,0.034625322997416025,0.041343669250646004,0.037209302325581395,0.027390180878552974,0.02583979328165375,0.03255813953488372,0.03617571059431524,0.0,0.0,0.0
Financial Analyst,0.122305716120745,0.09912652536929993,0.08580603725112396,0.06590879897238279,0.06250481695568401,0.06777135517019911,0.07421965317919076,0.07518946692357098,0.07078355812459859,0.07368015414258189,0.059942196531791905,0.0,0.0,0.0,0.0,0.03856133590237637,0.03856133590237637,0.03368015414258189,0.0,0.0,0.0,0.0,0.0,0.08542068079640334,0.06813102119460501,0.08403339755940913,0.064791265253693,0.07964033397559409,0.12201669877970456,0.12699421965317922,0.08621708413615928,0.1008092485549133,0.11051380860629416,0.03958895311496468,0.046088631984585744,0.04372511239563263,0.04372511239563263,0.0,0.0,0.0,0.10766217084136158,0.11167630057803468,0.10840077071290945,0.11729608220937701,0.11315992292870906,0.07523442517662171,0.08108542068079641,0.0707514450867052,0.09768786127167631,0.08684007707129095,0.08578676942838794,0.12499678869621066,0.03190751445086706,0.04254335260115607,0.04786127167630058
Full Stack Developer,0.06635286783042393,0.0505860349127182,0.04925187032418953,0.024438902743142147,0.020511221945137156,0.03229426433915212,0.030985037406483788,0.03229426433915212,0.02923940149625935,0.03403990024937656,0.026620947630922695,0.0,0.0,0.0,0.0,0.034476309226932664,0.034476309226932664,0.030112219451371568,0.0,0.0,0.0,0.0,0.0,0.14071072319201994,0.1152431421446384,0.14472568578553616,0.11449501246882791,0.1295760598503741,0.13149625935162096,0.1422069825436409,0.10386533665835411,0.10860349127182045,0.12692643391521197,0.14813591022443892,0.11908977556109727,0.14492518703241894,0.12173316708229426,0.0,0.0,0.0,0.11834788029925188,0.12444513715710723,0.1414214463840399,0.11685162094763092,0.12531172069825436,0.02923940149625935,0.034912718204488775,0.0314214463840399,0.1148004987531172,0.11559226932668329,0.10485037406483791,0.13233167082294264,0.09187032418952619,0.08854114713216958,0.11691396508728182
Industrial Engineering,0.034125,0.022312500000000002,0.022750000000000003,0.024500000000000004,0.0205625,0.03237500000000001,0.0310625,0.03237500000000001,0.029312500000000002,0.034125,0.026687500000000003,0.0,0.0,0.0,0.0,0.0345625,0.0345625,0.0301875,0.0,0.0,0.0,0.0,0.0,0.036312500000000004,0.03193750000000001,0.037187500000000005,0.0310625,0.03325,0.03325,0.0336875,0.022312500000000002,0.027125000000000003,0.03237500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03193750000000001,0.023625000000000004,0.029312500000000002,0.03150000000000001,0.028875,0.029312500000000002,0.035,0.03150000000000001,0.023187500000000003,0.021875000000000002,0.0275625,0.030625,0.0,0.0,0.0
Investment Banker,0.07269476372924648,0.05620051085568327,0.04625798212005108,0.025389527458492975,0.02130906768837803,0.03355044699872286,0.03219029374201788,0.03355044699872286,0.03037675606641124,0.035363984674329496,0.027656449553001276,0.0,0.0,0.0,0.0,0.03581736909323116,0.03581736909323116,0.03128352490421456,0.0,0.0,0.0,0.0,0.0,0.0376309067688378,0.0330970625798212,0.03853767560664112,0.03219029374201788,0.03445721583652618,0.07509578544061302,0.07318646232439337,0.04769476372924649,0.062132822477650056,0.057650063856960414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05719667943805874,0.058505747126436775,0.06156449553001277,0.06808429118773945,0.06158365261813538,0.03037675606641124,0.03627075351213282,0.03264367816091954,0.04954661558109834,0.04771392081736909,0.051717752234993614,0.07237547892720306,0.0,0.0,0.0
Machine Learning Engineer,0.06863269111249222,0.051852082038533254,0.0506152889993785,0.02679925419515227,0.022492231199502798,0.03541330018645121,0.03397762585456805,0.03541330018645121,0.03206339341205718,0.03732753262896209,0.029192044748290864,0.0,0.0,0.0,0.0,0.037806090739589814,0.037806090739589814,0.033020509633312614,0.0,0.0,0.0,0.0,0.0,0.14389061528899938,0.11889993784959603,0.14735239279055312,0.11801118707271598,0.1321379738968303,0.13412678682411436,0.1439030453697949,0.1062461155997514,0.11171535114978247,0.12760099440646364,0.07298321939092604,0.05781230577998757,0.07250466128029831,0.06653822249844622,0.0,0.0,0.0,0.1199005593536358,0.12589807333747668,0.14357364822871346,0.12001864512119328,0.12576134244872594,0.03206339341205718,0.03828464885021753,0.03445618396519577,0.11545680546923553,0.11642013673088876,0.1062461155997514,0.13468614045991298,0.02315724052206339,0.030876320696084522,0.03473586078309509
Mechanical Engineering,0.04165289256198348,0.027234583598219963,0.027768595041322317,0.029904640813731728,0.025098537825810553,0.03951684678957406,0.037914812460267004,0.03951684678957406,0.0357787666878576,0.04165289256198348,0.03257469802924348,0.0,0.0,0.0,0.0,0.042186904005085825,0.042186904005085825,0.036846789574062296,0.0,0.0,0.0,0.0,0.0,0.04432294977749523,0.03898283534647171,0.04539097266369994,0.037914812460267004,0.04058486967577877,0.04058486967577877,0.04111888111888112,0.027234583598219963,0.033108709472345836,0.03951684678957406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03898283534647171,0.028836617927527022,0.0357787666878576,0.03844882390336936,0.035244755244755246,0.0357787666878576,0.04272091544818818,0.03844882390336936,0.028302606484424668,0.026700572155117612,0.03364272091544819,0.03738080101716466,0.0,0.0,0.0
Risk Analyst,0.08022058823529411,0.061625,0.051147058823529414,0.02923529411764706,0.024536764705882348,0.03863235294117647,0.037066176470588234,0.03863235294117647,0.03497794117647059,0.04072058823529411,0.03184558823529412,0.0,0.0,0.0,0.0,0.04124264705882353,0.04124264705882353,0.03602205882352941,0.0,0.0,0.0,0.0,0.0,0.04333088235294117,0.03811029411764706,0.044375,0.037066176470588234,0.03967647058823529,0.0826764705882353,0.08069852941176472,0.052625,0.06836764705882353,0.06413235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06361029411764706,0.06419117647058824,0.0679779411764706,0.07508823529411764,0.06795588235294119,0.03497794117647059,0.04176470588235294,0.037588235294117645,0.054669117647058826,0.052602941176470595,0.05738970588235294,0.07954411764705882,0.0,0.0,0.0
